Posição	Código IBGE	Município	População
4963º	5204953	Campos Verdes	3399
4964º	3542800	Ribeira	3390
4965º	5203962	Buritinópolis	3389
4966º	5206701	Damianópolis	3389
4967º	3159704	Santa Rosa da Serra	3386
4968º	3144375	Natalândia	3382
4969º	4323309	Vila Flores	3382
4970º	4203154	Calmon	3380
4971º	5207501	Estrela do Norte	3379
4972º	3125309	Faria Lemos	3371
4973º	3125804	Fernandes Tourinho	3369
4974º	1705102	Chapada da Natividade	3364
4975º	2513984	São Francisco	3363
4976º	5221080	Teresina de Goiás	3363
4977º	5218391	Professor Jamil	3360
4978º	3119807	Córrego Danta	3359
4979º	5219456	Santa Rita do Novo Destino	3359
4980º	4103222	Bom Sucesso do Sul	3358
4981º	2409506	Pedra Grande	3356
4982º	1718881	Santa Maria do Tocantins	3356
4983º	3149507	Pequeri	3347
4984º	5107750	Salto do Céu	3347
4985º	4313003	Nova Bréscia	3344
4986º	4101655	Arapuã	3343
4987º	3171501	Mathias Lobato	3342
4988º	3522158	Itaoca	3341
4989º	3143708	Morro do Pilar	3339
4990º	3170479	Uruana de Minas	3338
4991º	4122107	Rio Bom	3337
4992º	2207355	Pajeú do Piauí	3333
4993º	4306700	Dona Francisca	3331
4994º	3127370	Goiabeira	3328
4995º	2414456	Triunfo Potiguar	3327
4996º	4107553	Farol	3323
4997º	4315552	Rio dos Índios	3317
4998º	2802502	General Maynard	3315
4999º	4307401	Esmeralda	3313
5000º	4319125	São Martinho da Serra	3309
5001º	4217550	Serra Alta	3301
5002º	3138302	Leandro Ferreira	3300
5003º	4219853	Zortéa	3300
5004º	3113107	Caranaíba	3299
5005º	2201309	Barreiras do Piauí	3294
5006º	3144201	Nacip Raydan	3274
5007º	3148806	Pedra do Anta	3270
5008º	3500600	Águas de São Pedro	3268
5009º	4206801	Ibicaré	3268
5010º	3541802	Queiroz	3267
5011º	2400406	Água Nova	3260
5012º	4201802	Atalanta	3254
5013º	4204178	Cerro Negro	3254
5014º	2805000	Pedra Mole	3254
5015º	4301859	Barra do Guarita	3253
5016º	4312377	Monte Alegre dos Campos	3249
5017º	4201109	Anitápolis	3248
5018º	5215207	Novo Brasil	3242
5019º	4111605	Ivatuba	3240
5020º	3525854	Jumirim	3237
5021º	2105658	Junco do Maranhão	3237
5022º	2410603	Rafael Godeiro	3234
5023º	5107768	Santa Rita do Trivelato	3231
5024º	4111308	Itaúna do Sul	3229
5025º	4126652	Sulina	3222
5026º	2807303	Telha	3221
5027º	3160603	Santo Hipólito	3218
5028º	4307054	Ernestina	3215
5029º	4217105	São Martinho	3210
5030º	3125507	São Gonçalo do Rio Preto	3205
5031º	4307450	Esperança do Sul	3204
5032º	3525409	Jeriquara	3202
5033º	1501253	Bannach	3200
5034º	2503753	Cajazeirinhas	3197
5035º	3515129	Emilianópolis	3197
5036º	3501509	Alvinlândia	3196
5037º	3168051	Taparuba	3196
5038º	3145802	Onça de Pitangui	3192
5039º	4304952	Caseiros	3185
5040º	3528304	Magda	3185
5041º	4205175	Entre Rios	3183
5042º	4308656	Garruchos	3182
5043º	4108551	Godoy Moreira	3178
5044º	2415008	Vila Flor	3173
5045º	4312443	Morrinhos do Sul	3166
5046º	3127354	Glaucilândia	3160
5047º	5108857	Nova Marilândia	3159
5048º	3135001	Jaguaraçu	3158
5049º	4310363	Imigrante	3157
5050º	4312617	Muitos Capões	3156
5051º	5221809	Urutaí	3154
5052º	2413607	Severiano Melo	3150
5053º	4209805	Leoberto Leal	3140
5054º	4119657	Pitangueiras	3140
5055º	3116902	Comendador Gomes	3138
5056º	4110300	Inajá	3137
5057º	5216452	Perolândia	3135
5058º	4306379	Dilermando de Aguiar	3130
5059º	2204154	Francisco Macedo	3128
5060º	3119609	Coronel Pacheco	3125
5061º	2515609	Serra da Raiz	3121
5062º	2513968	São Domingos	3120
5063º	4118303	Paranapoema	3117
5064º	2200806	Antônio Almeida	3114
5065º	4106852	Cruzmaltina	3110
5066º	2409209	Passagem	3109
5067º	2208601	Prata do Piauí	3103
5068º	4306320	Derrubadas	3102
5069º	1718006	Porto Alegre do Tocantins	3102
5070º	3544509	Rubineia	3102
5071º	3115904	Chácara	3101
5072º	4321329	Taquaruçu do Sul	3101
5073º	2515708	Serra Grande	3100
5074º	3157278	Santa Bárbara do Monte Verde	3096
5075º	1712009	Lajeado	3092
5076º	3537156	Pedrinhas Paulista	3087
5077º	1720259	São Salvador do Tocantins	3084
5078º	4318051	São Domingos do Sul	3080
5079º	4311734	Mampituba	3079
5080º	3122801	Dom Viçoso	3072
5081º	2403756	Fernando Pedroza	3072
5082º	3115003	Cascalho Rico	3071
5083º	4309571	Herveiras	3070
5084º	4306973	Erebango	3066
5085º	2516755	Tenório	3066
5086º	3110400	Camacho	3064
5087º	3153301	Presidente Kubitschek	3061
5088º	4205605	Galvão	3058
5089º	3548302	Santo Expedito	3057
5090º	4323200	Victor Graeff	3051
5091º	5107263	Santo Afonso	3050
5092º	4320230	Sede Nova	3050
5093º	3532157	Nantes	3049
5094º	5219209	Santa Cruz de Goiás	3048
5095º	3101409	Albertina	3046
5096º	3544400	Rubiácea	3046
5097º	3530003	Mira Estrela	3045
5098º	1717206	Piraquê	3044
5099º	2510600	Ouro Velho	3042
5100º	5108352	Vale de São Domingos	3041
5101º	4300570	Alto Feliz	3040
5102º	1712454	Luzinópolis	3038
5103º	5101001	Araguaiana	3036
5104º	4306957	Entre Rios do Sul	3035
5105º	5206305	Cristianópolis	3029
5106º	2211506	Vera Mendes	3029
5107º	5003900	Figueirão	3027
5108º	3130002	Ibituruna	3018
5109º	4305116	Centenário	3016
5110º	2605459	Fernando de Noronha	3016
5111º	3121506	Desterro do Melo	3015
5112º	3164431	São Sebastião da Vargem Alegre	3006
5113º	5212006	Jaupaci	3004
5114º	4128625	Alto Paraíso	2998
5115º	5220702	Sítio d'Abadia	2998
5116º	2210391	São Miguel do Fidalgo	2991
5117º	4319372	São Pedro do Butiá	2991
5118º	2506202	Frei Martinho	2990
5119º	2209757	São Gonçalo do Gurgueia	2988
5120º	4312427	Mormaço	2986
5121º	3515905	Floreal	2982
5122º	3140209	Maripá de Minas	2979
5123º	4323770	Westfália	2977
5124º	5206602	Cumari	2975
5125º	4101150	Ângulo	2974
5126º	5106851	Porto Estrela	2973
5127º	3120003	Córrego Novo	2970
5128º	4321493	Toropi	2970
5129º	5103957	Glória d'Oeste	2964
5130º	2205359	João Costa	2961
5131º	5214879	Nova Iguaçu de Goiás	2961
5132º	5221577	Uirapuru	2961
5133º	5202353	Arenópolis	2957
5134º	4204194	Chapadão do Lageado	2953
5135º	2707008	Pindoba	2953
5136º	3528858	Marapoama	2949
5137º	4100459	Altamira do Paraná	2948
5138º	5210158	Ipiranga de Goiás	2948
5139º	4321469	Tio Hugo	2946
5140º	3547106	Santa Mercedes	2945
5141º	4103370	Brasilândia do Sul	2943
5142º	2206951	Novo Santo Antônio	2940
5143º	5206800	Damolândia	2935
5144º	3126406	Fortuna de Minas	2932
5145º	2211605	Vila Nova do Piauí	2931
5146º	3506201	Bento de Abreu	2925
5147º	4202537	Bom Jesus	2919
5148º	4306072	Cristal do Sul	2918
5149º	4207577	Iomerê	2917
5150º	2509370	Mato Grosso	2915
5151º	4211256	Morro Grande	2915
5152º	4103404	Cafeara	2911
5153º	5210307	Israelândia	2910
5154º	4117297	Novo Itacolomi	2908
5155º	4301073	Arroio do Padre	2906
5156º	4214151	Princesa	2906
5157º	4101051	Anahy	2901
5158º	2209609	São Félix do Piauí	2901
5159º	3140407	Marmelópolis	2900
5160º	5221304	Três Ranchos	2900
5161º	4215901	São Bonifácio	2899
5162º	4321832	Três Forquilhas	2898
5163º	2403905	Francisco Dantas	2890
5164º	3103801	Arapuá	2883
5165º	4323705	Vista Gaúcha	2882
5166º	4320321	Senador Salgado Filho	2880
5167º	4323507	Vista Alegre	2877
5168º	4305975	Coxilha	2876
5169º	3103603	Arantina	2873
5170º	4214300	Rancho Queimado	2871
5171º	2210953	Tamboril do Piauí	2870
5172º	4314548	Pinto Bandeira	2868
5173º	1704105	Centenário	2866
5174º	4114351	Manfrinópolis	2861
5175º	3104403	Argirita	2859
5176º	4302253	Boa Vista do Sul	2859
5177º	3117207	Conceição das Pedras	2858
5178º	4212601	Peritiba	2855
5179º	4311239	Lagoa Bonita do Sul	2852
5180º	4321634	Três Arroios	2851
5181º	3150109	Piau	2850
5182º	3549003	São Francisco	2850
5183º	4316436	Saldanha Marinho	2849
5184º	2411601	São Bento do Norte	2846
5185º	4213153	Planalto Alegre	2844
5186º	4318440	São Jorge	2842
5187º	4102703	Barra do Jacaré	2828
5188º	1719004	Santa Tereza do Tocantins	2825
5189º	4315321	Quevedos	2824
5190º	3553658	Taquaral	2823
5191º	2517100	Várzea	2820
5192º	3507753	Brejo Alegre	2812
5193º	3162302	São João da Mata	2811
5194º	1718709	Rio dos Bois	2810
5195º	4313011	Nova Candelária	2807
5196º	4121356	Rancho Alegre d'Oeste	2800
5197º	2205540	Lagoinha do Piauí	2796
5198º	3510104	Cândido Rodrigues	2792
5199º	3516507	Gabriel Monteiro	2791
5200º	3116209	Chiador	2789
5201º	3163607	São José do Mantimento	2787
5202º	3130804	Ingaí	2785
5203º	1720978	Talismã	2777
5204º	4316477	Salvador das Missões	2776
5205º	3165560	Sem-Peixe	2776
5206º	2406403	Lagoa de Velhos	2771
5207º	4304697	Capitão	2769
5208º	3515301	Estrela do Norte	2769
5209º	3145505	Olímpio Noronha	2763
5210º	4204152	Celso Ramos	2760
5211º	4319737	São Valério do Sul	2760
5212º	3516101	Florínea	2758
5213º	4119251	Pinhal de São Bento	2757
5214º	3101300	Alagoa	2752
5215º	4315149	Presidente Lucena	2752
5216º	4202081	Bandeirante	2751
5217º	4306353	Dezesseis de Novembro	2744
5218º	4124202	Santo Antônio do Caiuá	2741
5219º	4303558	Camargo	2733
5220º	2508406	Lastro	2725
5221º	4307864	Fagundes Varela	2724
5222º	2210979	Tanque do Piauí	2719
5223º	2404101	Galinhos	2715
5224º	4318457	São José das Missões	2714
5225º	5216007	Panamá	2712
5226º	4202156	Belmonte	2709
5227º	3170305	Umburatiba	2709
5228º	3527900	Lutécia	2705
5229º	5213053	Mimoso de Goiás	2702
5230º	2411429	Santana do Seridó	2701
5231º	4307831	Eugênio de Castro	2699
5232º	4108106	Flórida	2697
5233º	1715259	Novo Jardim	2697
5234º	2405900	João Dias	2695
5235º	3109808	Cachoeira Dourada	2691
5236º	2513653	Joca Claudino	2690
5237º	3554607	Timburi	2690
5238º	4312385	Monte Belo do Sul	2689
5239º	4311791	Maratá	2677
5240º	4316428	Sagrada Família	2676
5241º	4103024	Boa Esperança do Iguaçu	2671
5242º	2504108	Carrapateira	2667
5243º	4310876	Jacuizinho	2666
5244º	2208551	Porto Alegre do Piauí	2664
5245º	2405504	Jardim de Angicos	2663
5246º	3167509	Simão Pereira	2651
5247º	1718451	Pugmil	2650
5248º	5104500	Indiavaí	2648
5249º	5107156	Reserva do Cabaçal	2646
5250º	4318432	São João do Polêsine	2646
5251º	3557154	Zacarias	2636
5252º	3113800	Carmésia	2629
5253º	5219506	Santa Rosa de Goiás	2626
5254º	4314555	Pirapó	2625
5255º	3155009	Rio Doce	2623
5256º	3107000	Biquinhas	2619
5257º	4306551	Dom Pedro de Alcântara	2617
5258º	3534500	Oscar Bressane	2616
5259º	4314456	Pinhal	2616
5260º	3172202	Wenceslau Braz	2615
5261º	1712702	Mateiros	2614
5262º	4210704	Matos Costa	2614
5263º	4128302	Uniflor	2614
5264º	4120200	Porto Rico	2611
5265º	4200051	Abdon Batista	2604
5266º	5106455	Planalto da Serra	2604
5267º	2210375	São Luís do Piauí	2602
5268º	2513943	São Domingos do Cariri	2601
5269º	3549201	São João das Duas Pontes	2601
5270º	4218855	União do Oeste	2600
5271º	4203253	Capão Alto	2597
5272º	4311429	Lajeado do Bugre	2596
5273º	3143609	Morro da Garça	2595
5274º	3540309	Pontes Gestal	2594
5275º	3510906	Cássia dos Coqueiros	2591
5276º	4212056	Palmeira	2586
5277º	1708254	Fortaleza do Tabocão	2584
5278º	5203939	Buriti de Goiás	2583
5279º	4310652	Itati	2583
5280º	3533809	Óleo	2583
5281º	4302238	Boa Vista do Incra	2579
5282º	3507456	Borebi	2577
5283º	4312138	Mato Castelhano	2574
5284º	1721307	Tupiratins	2574
5285º	1700251	Abreulândia	2571
5286º	4313086	Nova Pádua	2568
5287º	2502201	Bom Jesus	2567
5288º	2413805	Taboleiro Grande	2566
5289º	5200159	Adelândia	2564
5290º	4305871	Coronel Barros	2559
5291º	4215687	Santa Terezinha do Progresso	2557
5292º	1703883	Carmolândia	2555
5293º	5211602	Ivolândia	2554
5294º	4217758	Sul Brasil	2551
5295º	1720002	Santa Terezinha do Tocantins	2550
5296º	4205431	Formosa do Sul	2549
5297º	4204459	Coronel Martins	2548
5298º	5207105	Diorama	2547
5299º	3536901	Pedranópolis	2547
5300º	3547403	Santa Rita d'Oeste	2544
5301º	4219150	Vargem	2543
5302º	4202875	Brunópolis	2539
5303º	4315057	Porto Mauá	2536
5304º	4211652	Novo Horizonte	2532
5305º	2409605	Pedra Preta	2532
5306º	5216908	Pilar de Goiás	2529
5307º	4302220	Boa Vista do Cadeado	2526
5308º	4308052	Faxinalzinho	2523
5309º	4308433	Forquetinha	2519
5310º	4316972	Santa Margarida do Sul	2519
5311º	2513851	Santo André	2519
5312º	2203859	Floresta do Piauí	2518
5313º	5201454	Aparecida do Rio Doce	2517
5314º	2505303	Curral Velho	2517
5315º	4301958	Barra Funda	2516
5316º	4315958	Rolador	2515
5317º	5205703	Córrego do Ouro	2514
5318º	2200954	Aroeiras do Itaim	2511
5319º	3503158	Arapeí	2509
5320º	2500577	Algodão de Jandaíra	2501
5321º	4305587	Colinas	2499
5322º	5106315	Novo Santo Antônio	2498
5323º	2207934	Pedro Laurentino	2495
5324º	5202809	Avelinópolis	2494
5325º	4215059	Rio Rufino	2489
5326º	4218954	Urupema	2487
5327º	4320651	Silveira Martins	2481
5328º	3514957	Embaúba	2476
5329º	5212055	Jesúpolis	2476
5330º	4317954	Santo Expedito do Sul	2468
5331º	4322376	Unistalda	2467
5332º	1711100	Itaporã do Tocantins	2465
5333º	4110656	Iracema do Oeste	2462
5334º	4305850	Coqueiros do Sul	2458
5335º	3544707	Sagres	2453
5336º	3149002	Pedra Dourada	2452
5337º	4215752	São Bernardino	2449
5338º	3124609	Estrela Dalva	2448
5339º	4125902	São Pedro do Paraná	2443
5340º	4305157	Cerro Grande	2437
5341º	2414308	Timbaúba dos Batistas	2437
5342º	3158706	Santana do Garambéu	2436
5343º	5212600	Mairipotaba	2432
5344º	3125200	Fama	2426
5345º	5215801	Palmelo	2424
5346º	2510709	Passagem	2424
5347º	5107743	Santa Cruz do Xingu	2421
5348º	4313334	Nova Ramada	2417
5349º	2207108	Olho d'Água do Piauí	2417
5350º	2210383	São Miguel da Baixa Grande	2413
5351º	1101468	Pimenteiras do Oeste	2410
5352º	3554656	Torre de Pedra	2395
5353º	4321626	Travesseiro	2391
5354º	2800100	Amparo de São Francisco	2390
5355º	4200556	Águas Frias	2387
5356º	3527504	Lucianópolis	2381
5357º	4211892	Painel	2376
5358º	4210852	Mirim Doce	2374
5359º	5214705	Nova América	2373
5360º	3103207	Araçaí	2368
5361º	1715150	Novo Alegre	2353
5362º	5213855	Morro Agudo de Goiás	2351
5363º	1718899	Santa Rita do Tocantins	2343
5364º	3142502	Monjolos	2327
5365º	5107198	Ribeirãozinho	2320
5366º	4115903	Mirador	2314
5367º	4310413	Inhacorá	2312
5368º	4313441	Novo Tiradentes	2312
5369º	3114907	Casa Grande	2309
5370º	4314134	Paulo Bento	2308
5371º	2401651	Bodó	2307
5372º	4110052	Iguatu	2304
5373º	3533106	Nova Guataporanga	2304
5374º	4214102	Presidente Nereu	2304
5375º	4101853	Ariranha do Ivaí	2301
5376º	4318614	São José do Sul	2298
5377º	4310579	Itapuca	2295
5378º	3156205	Rochedo de Minas	2293
5379º	4109104	Guaporema	2292
5380º	3167301	Silveirânia	2292
5381º	4124301	Santo Antônio do Paraíso	2281
5382º	1703826	Cachoeirinha	2276
5383º	3527256	Lourdes	2270
5384º	4215554	Santa Helena	2266
5385º	4319711	São Valentim do Sul	2265
5386º	1713700	Monte Santo do Tocantins	2264
5387º	4201653	Arvoredo	2261
5388º	2404804	Ipueira	2251
5389º	4209201	Lacerdópolis	2251
5390º	3531001	Monções	2249
5391º	3164902	São Sebastião do Rio Verde	2249
5392º	4309126	Gramado dos Loureiros	2247
5393º	2500734	Amparo	2246
5394º	4211850	Ouro Verde	2245
5395º	2517407	Zabelê	2245
5396º	3543238	Ribeirão dos Índios	2243
5397º	4322343	Ubiretama	2232
5398º	1711803	Juarina	2229
5399º	4302584	Bozano	2228
5400º	4302055	Benjamin Constant do Sul	2227
5401º	5212907	Marzagão	2226
5402º	4302378	Bom Progresso	2216
5403º	3170602	Vargem Bonita	2209
5404º	3132800	Itambé do Mato Dentro	2207
5405º	5209291	Guaraíta	2206
5406º	5214804	Nova Aurora	2206
5407º	4318499	São José do Inhacorá	2205
5408º	1703602	Brasilândia do Tocantins	2199
5409º	4320453	Sério	2198
5410º	4317558	Santo Antônio do Palma	2196
5411º	4312005	Mariano Moro	2190
5412º	4125555	São Manoel do Paraná	2189
5413º	4315453	Relvado	2187
5414º	4323358	Vila Lângaro	2185
5415º	3145703	Oliveira Fortes	2182
5416º	2407906	Monte das Gameleiras	2178
5417º	4314175	Pedras Altas	2168
5418º	4302154	Boa Vista das Missões	2167
5419º	3513306	Cruzália	2161
5420º	4306429	Dois Irmãos das Missões	2158
5421º	4318465	São José do Herval	2158
5422º	4319752	São Vendelino	2154
5423º	4202578	Bom Jesus do Oeste	2151
5424º	3536257	Parisi	2150
5425º	4205555	Frei Rogério	2146
5426º	3529104	Marinópolis	2140
5427º	4215604	Santa Rosa de Lima	2139
5428º	3514205	Dolcinópolis	2136
5429º	3546108	Santa Clara d'Oeste	2134
5430º	5206909	Davinópolis	2133
5431º	3549300	São João do Pau-d'Alho	2132
5432º	1720937	Taipas do Tocantins	2130
5433º	4209177	Jupiá	2127
5434º	2501153	Areia de Baraúnas	2126
5435º	2209450	Santo Antônio dos Milagres	2125
5436º	4320578	Sete de Setembro	2114
5437º	4314753	Poço das Antas	2112
5438º	3103306	Aracitaba	2111
5439º	3546256	Santa Cruz da Esperança	2110
5440º	4310751	Ivorá	2104
5441º	3147808	Passa Vinte	2104
5442º	4314464	Pinhal da Serra	2104
5443º	4322558	Vanini	2101
5444º	4300471	Almirante Tamandaré do Sul	2079
5445º	4205191	Ermo	2076
5446º	5200506	Aloândia	2071
5447º	4306759	Doutor Ricardo	2071
5448º	5220280	São Patrício	2070
5449º	1718659	Rio da Conceição	2061
5450º	4306130	Cruzaltense	2059
5451º	4317756	Santo Antônio do Planalto	2059
5452º	3100708	Água Comprida	2058
5453º	5209457	Guarinos	2052
5454º	3165602	Senador Cortes	2049
5455º	5105309	Luciara	2043
5456º	4315172	Protásio Alves	2034
5457º	3167004	Serranos	2023
5458º	3518008	Guarani d'Oeste	2017
5459º	3555208	Turiúba	2016
5460º	4319364	São Pedro das Missões	1998
5461º	2512788	Riacho de Santo Antônio	1985
5462º	4207858	Irati	1984
5463º	3532843	Nova Canaã Paulista	1978
5464º	4310462	Ipiranga do Sul	1975
5465º	5200209	Água Limpa	1967
5466º	4200754	Alto Bela Vista	1967
5467º	4206751	Ibiam	1967
5468º	2512606	Quixaba	1964
5469º	4308250	Floriano Peixoto	1958
5470º	3153806	Queluzito	1958
5471º	4322855	Vespasiano Corrêa	1956
5472º	4204756	Cunhataí	1955
5473º	1709807	Ipueiras	1955
5474º	1720853	Sucupira	1941
5475º	4312955	Nova Boa Vista	1932
5476º	3123502	Douradoquara	1930
5477º	3529658	Mesópolis	1926
5478º	2504850	Coxixola	1925
5479º	3168200	Tapiraí	1921
5480º	4301925	Barra do Rio Azul	1915
5481º	4210555	Marema	1906
5482º	3549250	São João de Iracema	1904
5483º	4312625	Muliterno	1903
5484º	1712157	Lavandeira	1875
5485º	4116000	Miraselva	1875
5486º	3166402	Seritinga	1874
5487º	3145406	Olaria	1873
5488º	3503356	Arco-Íris	1856
5489º	4315313	Quatro Irmãos	1856
5490º	4107520	Esperança Nova	1852
5491º	4217154	São Miguel da Boa Vista	1848
5492º	3149408	Pedro Teixeira	1843
5493º	1721257	Tupirama	1843
5494º	3503950	Aspásia	1842
5495º	3536570	Paulistânia	1841
5496º	3556958	Vitória Brasil	1833
5497º	3555307	Turmalina	1827
5498º	4315131	Pouso Novo	1819
5499º	4304614	Canudos do Vale	1817
5500º	3160504	Santo Antônio do Rio Abaixo	1813
5501º	3118502	Consolação	1810
5502º	2514651	São José do Brejo do Cruz	1806
5503º	4300554	Alto Alegre	1803
5504º	4210050	Macieira	1799
5505º	3555703	União Paulista	1793
5506º	4313466	Novo Xingu	1790
5507º	3513850	Dirce Reis	1785
5508º	4312179	Mato Queimado	1780
5509º	4317251	Santa Tereza	1780
5510º	2510659	Parari	1769
5511º	4304622	Capão Bonito do Sul	1758
5512º	4312674	Nicolau Vergueiro	1752
5513º	4202099	Barra Bonita	1739
5514º	3147501	Passabém	1732
5515º	2414902	Viçosa	1731
5516º	4305934	Coronel Pilar	1728
5517º	4123600	Santa Inês	1727
5518º	4311643	Linha Nova	1712
5519º	1706258	Crixás do Tocantins	1708
5520º	4314787	Ponte Preta	1706
5521º	4308854	Gentil	1705
5522º	4316733	Santa Cecília do Sul	1695
5523º	4217956	Tigrinhos	1695
5524º	3515657	Fernão	1691
5525º	3554755	Trabiju	1691
5526º	4315073	Porto Vera Cruz	1676
5527º	3165800	Senador José Bento	1672
5528º	5213400	Moiporá	1666
5529º	3103108	Antônio Prado de Minas	1664
5530º	4311270	Lagoa dos Três Cantos	1650
5531º	4208955	Jardinópolis	1625
5532º	4323606	Vista Alegre do Prata	1611
5533º	4213906	Presidente Castello Branco	1610
5534º	4309258	Guabiju	1600
5535º	4205357	Flor do Sertão	1594
5536º	3164803	São Sebastião do Rio Preto	1582
5537º	4211876	Paial	1577
5538º	3146602	Paiva	1577
5539º	5107883	Serra Nova Dourada	1575
5540º	4322186	Tupanci do Sul	1573
5541º	3515806	Flora Rica	1571
5542º	1720150	São Félix do Tocantins	1571
5543º	5106703	Ponte Branca	1560
5544º	4305835	Coqueiro Baixo	1559
5545º	3547205	Santana da Ponte Pensa	1555
5546º	4304853	Carlos Gomes	1547
